GEO_ID,NAME,S2201_C01_001E,S2201_C01_002E,S2201_C01_003E,S2201_C01_004E,S2201_C01_005E,S2201_C01_006E,S2201_C01_007E,S2201_C01_008E,S2201_C01_009E,S2201_C01_010E,S2201_C01_011E,S2201_C01_012E,S2201_C01_013E,S2201_C01_014E,S2201_C01_015E,S2201_C01_016E,S2201_C01_017E,S2201_C01_018E,S2201_C01_019E,S2201_C01_020E,S2201_C01_021E,S2201_C01_022E,S2201_C01_023E,S2201_C01_024E,S2201_C01_025E,S2201_C01_026E,S2201_C01_027E,S2201_C01_028E,S2201_C01_029E,S2201_C01_030E,S2201_C01_031E,S2201_C01_032E,S2201_C01_033E,S2201_C01_034E,S2201_C01_035E,S2201_C01_036E,S2201_C01_037E,S2201_C01_038E,S2201_C02_001E,S2201_C02_002E,S2201_C02_003E,S2201_C02_004E,S2201_C02_005E,S2201_C02_006E,S2201_C02_007E,S2201_C02_008E,S2201_C02_009E,S2201_C02_010E,S2201_C02_011E,S2201_C02_012E,S2201_C02_013E,S2201_C02_014E,S2201_C02_015E,S2201_C02_016E,S2201_C02_017E,S2201_C02_018E,S2201_C02_019E,S2201_C02_020E,S2201_C02_021E,S2201_C02_022E,S2201_C02_023E,S2201_C02_024E,S2201_C02_025E,S2201_C02_026E,S2201_C02_027E,S2201_C02_028E,S2201_C02_029E,S2201_C02_030E,S2201_C02_031E,S2201_C02_032E,S2201_C02_033E,S2201_C02_034E,S2201_C02_035E,S2201_C02_036E,S2201_C02_037E,S2201_C02_038E,S2201_C03_001E,S2201_C03_002E,S2201_C03_003E,S2201_C03_004E,S2201_C03_005E,S2201_C03_006E,S2201_C03_007E,S2201_C03_008E,S2201_C03_009E,S2201_C03_010E,S2201_C03_011E,S2201_C03_012E,S2201_C03_013E,S2201_C03_014E,S2201_C03_015E,S2201_C03_016E,S2201_C03_017E,S2201_C03_018E,S2201_C03_019E,S2201_C03_020E,S2201_C03_021E,S2201_C03_022E,S2201_C03_023E,S2201_C03_024E,S2201_C03_025E,S2201_C03_026E,S2201_C03_027E,S2201_C03_028E,S2201_C03_029E,S2201_C03_030E,S2201_C03_031E,S2201_C03_032E,S2201_C03_033E,S2201_C03_034E,S2201_C03_035E,S2201_C03_036E,S2201_C03_037E,S2201_C03_038E,S2201_C04_001E,S2201_C04_002E,S2201_C04_003E,S2201_C04_004E,S2201_C04_005E,S2201_C04_006E,S2201_C04_007E,S2201_C04_008E,S2201_C04_009E,S2201_C04_010E,S2201_C04_011E,S2201_C04_012E,S2201_C04_013E,S2201_C04_014E,S2201_C04_015E,S2201_C04_016E,S2201_C04_017E,S2201_C04_018E,S2201_C04_019E,S2201_C04_020E,S2201_C04_021E,S2201_C04_022E,S2201_C04_023E,S2201_C04_024E,S2201_C04_025E,S2201_C04_026E,S2201_C04_027E,S2201_C04_028E,S2201_C04_029E,S2201_C04_030E,S2201_C04_031E,S2201_C04_032E,S2201_C04_033E,S2201_C04_034E,S2201_C04_035E,S2201_C04_036E,S2201_C04_037E,S2201_C04_038E,S2201_C05_001E,S2201_C05_002E,S2201_C05_003E,S2201_C05_004E,S2201_C05_005E,S2201_C05_006E,S2201_C05_007E,S2201_C05_008E,S2201_C05_009E,S2201_C05_010E,S2201_C05_011E,S2201_C05_012E,S2201_C05_013E,S2201_C05_014E,S2201_C05_015E,S2201_C05_016E,S2201_C05_017E,S2201_C05_018E,S2201_C05_019E,S2201_C05_020E,S2201_C05_021E,S2201_C05_022E,S2201_C05_023E,S2201_C05_024E,S2201_C05_025E,S2201_C05_026E,S2201_C05_027E,S2201_C05_028E,S2201_C05_029E,S2201_C05_030E,S2201_C05_031E,S2201_C05_032E,S2201_C05_033E,S2201_C05_034E,S2201_C05_035E,S2201_C05_036E,S2201_C05_037E,S2201_C05_038E,S2201_C06_001E,S2201_C06_002E,S2201_C06_003E,S2201_C06_004E,S2201_C06_005E,S2201_C06_006E,S2201_C06_007E,S2201_C06_008E,S2201_C06_009E,S2201_C06_010E,S2201_C06_011E,S2201_C06_012E,S2201_C06_013E,S2201_C06_014E,S2201_C06_015E,S2201_C06_016E,S2201_C06_017E,S2201_C06_018E,S2201_C06_019E,S2201_C06_020E,S2201_C06_021E,S2201_C06_022E,S2201_C06_023E,S2201_C06_024E,S2201_C06_025E,S2201_C06_026E,S2201_C06_027E,S2201_C06_028E,S2201_C06_029E,S2201_C06_030E,S2201_C06_031E,S2201_C06_032E,S2201_C06_033E,S2201_C06_034E,S2201_C06_035E,S2201_C06_036E,S2201_C06_037E,S2201_C06_038E
1400000US42101007101,Census Tract 71.01; Philadelphia County; Pennsylvania,804,438,366,67,522,51,471,215,245,17,228,0,228,0,559,50,294,51,243,215,248,556,284,520,2,794,0,8,0,0,0,0,2,40046,589,164,273,152,(X),54.5,45.5,8.3,64.9,6.3,58.6,26.7,30.5,2.1,28.4,0,28.4,0,69.5,6.2,36.6,6.3,30.2,26.7,30.8,69.2,35.3,64.7,0.2,98.8,0,1,0,0,0,0,0.2,(X),(X),27.8,46.3,25.8,346,166,180,15,244,43,201,87,116,10,106,0,106,0,230,5,138,43,95,87,138,208,131,215,0,346,0,0,0,0,0,0,0,-,259,105,115,39,43,48,52,4.3,70.5,12.4,58.1,25.1,33.5,2.9,30.6,0,30.6,0,66.5,1.4,39.9,12.4,27.5,25.1,39.9,60.1,37.9,62.1,0,100,0,0,0,0,0,0,0,(X),(X),40.5,44.4,15.1,458,272,186,52,278,8,270,128,129,7,122,0,122,0,329,45,156,8,148,128,110,348,153,305,2,448,0,8,0,0,0,0,2,46328,330,59,158,113,57,59.4,40.6,11.4,60.7,1.7,59,27.9,28.2,1.5,26.6,0,26.6,0,71.8,9.8,34.1,1.7,32.3,27.9,24,76,33.4,66.6,0.4,97.8,0,1.7,0,0,0,0,0.4,(X),(X),17.9,47.9,34.2
1400000US42101007102,Census Tract 71.02; Philadelphia County; Pennsylvania,1775,902,873,283,471,60,411,1021,377,124,253,17,236,0,1398,159,218,43,175,1021,507,1268,590,1185,63,1668,10,0,0,34,0,75,55,34291,754,104,316,334,(X),50.8,49.2,15.9,26.5,3.4,23.2,57.5,21.2,7,14.3,1,13.3,0,78.8,9,12.3,2.4,9.9,57.5,28.6,71.4,33.2,66.8,3.5,94,0.6,0,0,1.9,0,4.2,3.1,(X),(X),13.8,41.9,44.3,597,281,316,106,170,17,153,321,160,32,128,17,111,0,437,74,42,0,42,321,319,278,271,326,12,551,0,0,0,34,0,0,12,14797,276,50,152,74,33.6,47.1,52.9,17.8,28.5,2.8,25.6,53.8,26.8,5.4,21.4,2.8,18.6,0,73.2,12.4,7,0,7,53.8,53.4,46.6,45.4,54.6,2,92.3,0,0,0,5.7,0,0,2,(X),(X),18.1,55.1,26.8,1178,621,557,177,301,43,258,700,217,92,125,0,125,0,961,85,176,43,133,700,188,990,319,859,51,1117,10,0,0,0,0,75,43,60395,478,54,164,260,66.4,52.7,47.3,15,25.6,3.7,21.9,59.4,18.4,7.8,10.6,0,10.6,0,81.6,7.2,14.9,3.7,11.3,59.4,16,84,27.1,72.9,4.3,94.8,0.8,0,0,0,0,6.4,3.7,(X),(X),11.3,34.3,54.4
1400000US42101007200,Census Tract 72; Philadelphia County; Pennsylvania,1799,767,1032,279,680,157,523,840,368,107,261,94,167,0,1431,172,419,63,356,840,543,1256,502,1297,55,1520,0,67,0,25,132,61,55,41226,959,176,432,351,(X),42.6,57.4,15.5,37.8,8.7,29.1,46.7,20.5,5.9,14.5,5.2,9.3,0,79.5,9.6,23.3,3.5,19.8,46.7,30.2,69.8,27.9,72.1,3.1,84.5,0,3.7,0,1.4,7.3,3.4,3.1,(X),(X),18.4,45,36.6,687,286,401,82,365,71,294,240,226,51,175,36,139,0,461,31,190,35,155,240,341,346,292,395,0,566,0,0,0,25,96,25,0,36822,447,72,216,159,38.2,41.6,58.4,11.9,53.1,10.3,42.8,34.9,32.9,7.4,25.5,5.2,20.2,0,67.1,4.5,27.7,5.1,22.6,34.9,49.6,50.4,42.5,57.5,0,82.4,0,0,0,3.6,14,3.6,0,(X),(X),16.1,48.3,35.6,1112,481,631,197,315,86,229,600,142,56,86,58,28,0,970,141,229,28,201,600,202,910,210,902,55,954,0,67,0,0,36,36,55,42333,512,104,216,192,61.8,43.3,56.7,17.7,28.3,7.7,20.6,54,12.8,5,7.7,5.2,2.5,0,87.2,12.7,20.6,2.5,18.1,54,18.2,81.8,18.9,81.1,4.9,85.8,0,6,0,0,3.2,3.2,4.9,(X),(X),20.3,42.2,37.5
1400000US42101007300,Census Tract 73; Philadelphia County; Pennsylvania,1457,293,1164,287,442,68,374,728,292,84,208,0,208,0,1165,203,234,68,166,728,237,1220,570,887,324,1045,0,49,0,10,29,15,324,61488,729,9,356,364,(X),20.1,79.9,19.7,30.3,4.7,25.7,50,20,5.8,14.3,0,14.3,0,80,13.9,16.1,4.7,11.4,50,16.3,83.7,39.1,60.9,22.2,71.7,0,3.4,0,0.7,2,1,22.2,(X),(X),1.2,48.8,49.9,497,133,364,30,295,15,280,172,178,30,148,0,148,0,319,0,147,15,132,172,156,341,264,233,13,484,0,0,0,0,0,0,13,28998,325,0,196,129,34.1,26.8,73.2,6,59.4,3,56.3,34.6,35.8,6,29.8,0,29.8,0,64.2,0,29.6,3,26.6,34.6,31.4,68.6,53.1,46.9,2.6,97.4,0,0,0,0,0,0,2.6,(X),(X),0,60.3,39.7,960,160,800,257,147,53,94,556,114,54,60,0,60,0,846,203,87,53,34,556,81,879,306,654,311,561,0,49,0,10,29,15,311,92273,404,9,160,235,65.9,16.7,83.3,26.8,15.3,5.5,9.8,57.9,11.9,5.6,6.3,0,6.3,0,88.1,21.1,9.1,5.5,3.5,57.9,8.4,91.6,31.9,68.1,32.4,58.4,0,5.1,0,1,3,1.6,32.4,(X),(X),2.2,39.6,58.2
1400000US42101007400,Census Tract 74; Philadelphia County; Pennsylvania,1851,632,1219,180,573,32,541,1098,442,92,350,21,329,0,1409,88,223,11,212,1098,513,1338,667,1184,241,1403,0,28,0,0,179,16,225,39547,753,204,316,233,(X),34.1,65.9,9.7,31,1.7,29.2,59.3,23.9,5,18.9,1.1,17.8,0,76.1,4.8,12,0.6,11.5,59.3,27.7,72.3,36,64,13,75.8,0,1.5,0,0,9.7,0.9,12.2,(X),(X),27.1,42,30.9,785,371,414,21,395,0,395,369,310,21,289,0,289,0,475,0,106,0,106,369,438,347,472,313,50,606,0,0,0,0,129,0,50,12527,416,133,254,29,42.4,47.3,52.7,2.7,50.3,0,50.3,47,39.5,2.7,36.8,0,36.8,0,60.5,0,13.5,0,13.5,47,55.8,44.2,60.1,39.9,6.4,77.2,0,0,0,0,16.4,0,6.4,(X),(X),32,61.1,7,1066,261,805,159,178,32,146,729,132,71,61,21,40,0,934,88,117,11,106,729,75,991,195,871,191,797,0,28,0,0,50,16,175,70362,337,71,62,204,57.6,24.5,75.5,14.9,16.7,3,13.7,68.4,12.4,6.7,5.7,2,3.8,0,87.6,8.3,11,1,9.9,68.4,7,93,18.3,81.7,17.9,74.8,0,2.6,0,0,4.7,1.5,16.4,(X),(X),21.1,18.4,60.5
1400000US42101007700,Census Tract 77; Philadelphia County; Pennsylvania,722,103,619,123,86,55,31,513,70,34,36,14,22,0,652,89,50,41,9,513,183,539,101,621,441,137,0,50,0,12,82,32,441,48581,209,40,77,92,(X),14.3,85.7,17,11.9,7.6,4.3,71.1,9.7,4.7,5,1.9,3,0,90.3,12.3,6.9,5.7,1.2,71.1,25.3,74.7,14,86,61.1,19,0,6.9,0,1.7,11.4,4.4,61.1,(X),(X),19.1,36.8,44,94,7,87,13,17,0,17,64,17,0,17,0,17,0,77,13,0,0,0,64,37,57,23,71,58,27,0,0,0,0,9,0,58,-,30,9,15,6,13,7.4,92.6,13.8,18.1,0,18.1,68.1,18.1,0,18.1,0,18.1,0,81.9,13.8,0,0,0,68.1,39.4,60.6,24.5,75.5,61.7,28.7,0,0,0,0,9.6,0,61.7,(X),(X),30,50,20,628,96,532,110,69,55,14,449,53,34,19,14,5,0,575,76,50,41,9,449,146,482,78,550,383,110,0,50,0,12,73,32,383,49054,179,31,62,86,87,15.3,84.7,17.5,11,8.8,2.2,71.5,8.4,5.4,3,2.2,0.8,0,91.6,12.1,8,6.5,1.4,71.5,23.2,76.8,12.4,87.6,61,17.5,0,8,0,1.9,11.6,5.1,61,(X),(X),17.3,34.6,48
1400000US42101007800,Census Tract 78; Philadelphia County; Pennsylvania,2175,384,1791,411,147,41,106,1617,257,142,106,0,106,9,1918,269,41,41,0,1608,492,1683,329,1846,1521,294,0,139,0,19,202,126,1450,61205,558,1,199,358,(X),17.7,82.3,18.9,6.8,1.9,4.9,74.3,11.8,6.5,4.9,0,4.9,0.4,88.2,12.4,1.9,1.9,0,73.9,22.6,77.4,15.1,84.9,69.9,13.5,0,6.4,0,0.9,9.3,5.8,66.7,(X),(X),0.2,35.7,64.2,276,60,216,6,16,0,16,254,31,6,16,0,16,9,245,0,0,0,0,245,171,105,114,162,234,16,0,9,0,0,17,0,234,-,22,1,15,6,12.7,21.7,78.3,2.2,5.8,0,5.8,92,11.2,2.2,5.8,0,5.8,3.3,88.8,0,0,0,0,88.8,62,38,41.3,58.7,84.8,5.8,0,3.3,0,0,6.2,0,84.8,(X),(X),4.5,68.2,27.3,1899,324,1575,405,131,41,90,1363,226,136,90,0,90,0,1673,269,41,41,0,1363,321,1578,215,1684,1287,278,0,130,0,19,185,126,1216,68796,536,0,184,352,87.3,17.1,82.9,21.3,6.9,2.2,4.7,71.8,11.9,7.2,4.7,0,4.7,0,88.1,14.2,2.2,2.2,0,71.8,16.9,83.1,11.3,88.7,67.8,14.6,0,6.8,0,1,9.7,6.6,64,(X),(X),0,34.3,65.7
1400000US42101007900,Census Tract 79; Philadelphia County; Pennsylvania,2056,266,1790,744,63,0,63,1249,325,300,25,0,25,0,1731,444,38,0,38,1249,306,1750,295,1761,1304,439,0,141,0,39,133,149,1228,79800,807,49,95,663,(X),12.9,87.1,36.2,3.1,0,3.1,60.7,15.8,14.6,1.2,0,1.2,0,84.2,21.6,1.8,0,1.8,60.7,14.9,85.1,14.3,85.7,63.4,21.4,0,6.9,0,1.9,6.5,7.2,59.7,(X),(X),6.1,11.8,82.2,154,43,111,18,15,0,15,121,18,18,0,0,0,0,136,0,15,0,15,121,60,94,61,93,90,25,0,0,0,39,0,57,90,45625,33,15,0,18,7.5,27.9,72.1,11.7,9.7,0,9.7,78.6,11.7,11.7,0,0,0,0,88.3,0,9.7,0,9.7,78.6,39,61,39.6,60.4,58.4,16.2,0,0,0,25.3,0,37,58.4,(X),(X),45.5,0,54.5,1902,223,1679,726,48,0,48,1128,307,282,25,0,25,0,1595,444,23,0,23,1128,246,1656,234,1668,1214,414,0,141,0,0,133,92,1138,83016,774,34,95,645,92.5,11.7,88.3,38.2,2.5,0,2.5,59.3,16.1,14.8,1.3,0,1.3,0,83.9,23.3,1.2,0,1.2,59.3,12.9,87.1,12.3,87.7,63.8,21.8,0,7.4,0,0,7,4.8,59.8,(X),(X),4.4,12.3,83.3
1400000US42101008000,Census Tract 80; Philadelphia County; Pennsylvania,1787,440,1347,430,318,27,291,1039,346,199,147,20,127,0,1441,231,171,7,164,1039,395,1392,283,1504,371,1272,0,27,0,0,117,7,371,63906,748,64,369,315,(X),24.6,75.4,24.1,17.8,1.5,16.3,58.1,19.4,11.1,8.2,1.1,7.1,0,80.6,12.9,9.6,0.4,9.2,58.1,22.1,77.9,15.8,84.2,20.8,71.2,0,1.5,0,0,6.5,0.4,20.8,(X),(X),8.6,49.3,42.1,325,80,245,11,97,0,97,217,92,0,92,0,92,0,233,11,5,0,5,217,186,139,91,234,44,241,0,0,0,0,40,0,44,20185,108,44,59,5,18.2,24.6,75.4,3.4,29.8,0,29.8,66.8,28.3,0,28.3,0,28.3,0,71.7,3.4,1.5,0,1.5,66.8,57.2,42.8,28,72,13.5,74.2,0,0,0,0,12.3,0,13.5,(X),(X),40.7,54.6,4.6,1462,360,1102,419,221,27,194,822,254,199,55,20,35,0,1208,220,166,7,159,822,209,1253,192,1270,327,1031,0,27,0,0,77,7,327,75204,640,20,310,310,81.8,24.6,75.4,28.7,15.1,1.8,13.3,56.2,17.4,13.6,3.8,1.4,2.4,0,82.6,15,11.4,0.5,10.9,56.2,14.3,85.7,13.1,86.9,22.4,70.5,0,1.8,0,0,5.3,0.5,22.4,(X),(X),3.1,48.4,48.4
1400000US42101008101,Census Tract 81.01; Philadelphia County; Pennsylvania,980,353,627,329,503,149,354,148,303,22,281,71,210,0,677,307,222,78,144,148,331,649,259,721,43,922,0,0,0,15,0,15,43,48803,832,95,527,210,(X),36,64,33.6,51.3,15.2,36.1,15.1,30.9,2.2,28.7,7.2,21.4,0,69.1,31.3,22.7,8,14.7,15.1,33.8,66.2,26.4,73.6,4.4,94.1,0,0,0,1.5,0,1.5,4.4,(X),(X),11.4,63.3,25.2,490,104,386,49,372,149,223,69,246,0,246,71,175,0,244,49,126,78,48,69,269,221,195,295,0,475,0,0,0,15,0,15,0,-,421,86,292,43,50,21.2,78.8,10,75.9,30.4,45.5,14.1,50.2,0,50.2,14.5,35.7,0,49.8,10,25.7,15.9,9.8,14.1,54.9,45.1,39.8,60.2,0,96.9,0,0,0,3.1,0,3.1,0,(X),(X),20.4,69.4,10.2,490,249,241,280,131,0,131,79,57,22,35,0,35,0,433,258,96,0,96,79,62,428,64,426,43,447,0,0,0,0,0,0,43,60214,411,9,235,167,50,50.8,49.2,57.1,26.7,0,26.7,16.1,11.6,4.5,7.1,0,7.1,0,88.4,52.7,19.6,0,19.6,16.1,12.7,87.3,13.1,86.9,8.8,91.2,0,0,0,0,0,0,8.8,(X),(X),2.2,57.2,40.6
1400000US42101008102,Census Tract 81.02; Philadelphia County; Pennsylvania,2136,938,1198,607,468,76,392,1061,688,399,254,43,211,35,1448,208,214,33,181,1026,384,1752,889,1247,250,1652,0,14,0,0,220,16,234,45888,1075,149,397,529,(X),43.9,56.1,28.4,21.9,3.6,18.4,49.7,32.2,18.7,11.9,2,9.9,1.6,67.8,9.7,10,1.5,8.5,48,18,82,41.6,58.4,11.7,77.3,0,0.7,0,0,10.3,0.7,11,(X),(X),13.9,36.9,49.2,831,165,666,317,261,17,244,253,466,278,153,0,153,35,365,39,108,17,91,218,273,558,641,190,83,530,0,0,0,0,218,0,83,39156,578,104,143,331,38.9,19.9,80.1,38.1,31.4,2,29.4,30.4,56.1,33.5,18.4,0,18.4,4.2,43.9,4.7,13,2,11,26.2,32.9,67.1,77.1,22.9,10,63.8,0,0,0,0,26.2,0,10,(X),(X),18,24.7,57.3,1305,773,532,290,207,59,148,808,222,121,101,43,58,0,1083,169,106,16,90,808,111,1194,248,1057,167,1122,0,14,0,0,2,16,151,55101,497,45,254,198,61.1,59.2,40.8,22.2,15.9,4.5,11.3,61.9,17,9.3,7.7,3.3,4.4,0,83,13,8.1,1.2,6.9,61.9,8.5,91.5,19,81,12.8,86,0,1.1,0,0,0.2,1.2,11.6,(X),(X),9.1,51.1,39.8
1400000US42101008200,Census Tract 82; Philadelphia County; Pennsylvania,3070,1242,1828,441,1210,76,1134,1419,913,200,713,0,713,0,2157,241,497,76,421,1419,1173,1897,1226,1844,179,2822,0,0,0,27,42,200,36,32333,1651,186,1089,376,(X),40.5,59.5,14.4,39.4,2.5,36.9,46.2,29.7,6.5,23.2,0,23.2,0,70.3,7.9,16.2,2.5,13.7,46.2,38.2,61.8,39.9,60.1,5.8,91.9,0,0,0,0.9,1.4,6.5,1.2,(X),(X),11.3,66,22.8,1201,273,928,42,855,17,838,304,693,0,693,0,693,0,508,42,162,17,145,304,651,550,591,610,0,1201,0,0,0,0,0,0,0,-,897,64,695,138,39.1,22.7,77.3,3.5,71.2,1.4,69.8,25.3,57.7,0,57.7,0,57.7,0,42.3,3.5,13.5,1.4,12.1,25.3,54.2,45.8,49.2,50.8,0,100,0,0,0,0,0,0,0,(X),(X),7.1,77.5,15.4,1869,969,900,399,355,59,296,1115,220,200,20,0,20,0,1649,199,335,59,276,1115,522,1347,635,1234,179,1621,0,0,0,27,42,200,36,35230,754,122,394,238,60.9,51.8,48.2,21.3,19,3.2,15.8,59.7,11.8,10.7,1.1,0,1.1,0,88.2,10.6,17.9,3.2,14.8,59.7,27.9,72.1,34,66,9.6,86.7,0,0,0,1.4,2.2,10.7,1.9,(X),(X),16.2,52.3,31.6
1400000US42101008301,Census Tract 83.01; Philadelphia County; Pennsylvania,1681,689,992,184,653,111,542,844,459,52,407,48,359,0,1222,132,246,63,183,844,537,1144,653,1028,8,1611,0,0,0,28,34,28,8,38713,837,106,553,178,(X),41,59,10.9,38.8,6.6,32.2,50.2,27.3,3.1,24.2,2.9,21.4,0,72.7,7.9,14.6,3.7,10.9,50.2,31.9,68.1,38.8,61.2,0.5,95.8,0,0,0,1.7,2,1.7,0.5,(X),(X),12.7,66.1,21.3,912,392,520,26,384,63,321,502,232,14,218,0,218,0,680,12,166,63,103,502,527,385,495,417,0,885,0,0,0,15,12,15,0,21419,410,90,293,27,54.3,43,57,2.9,42.1,6.9,35.2,55,25.4,1.5,23.9,0,23.9,0,74.6,1.3,18.2,6.9,11.3,55,57.8,42.2,54.3,45.7,0,97,0,0,0,1.6,1.3,1.6,0,(X),(X),22,71.5,6.6,769,297,472,158,269,48,221,342,227,38,189,48,141,0,542,120,80,0,80,342,10,759,158,611,8,726,0,0,0,13,22,13,8,57854,427,16,260,151,45.7,38.6,61.4,20.5,35,6.2,28.7,44.5,29.5,4.9,24.6,6.2,18.3,0,70.5,15.6,10.4,0,10.4,44.5,1.3,98.7,20.5,79.5,1,94.4,0,0,0,1.7,2.9,1.7,1,(X),(X),3.7,60.9,35.4
1400000US42101008302,Census Tract 83.02; Philadelphia County; Pennsylvania,1971,729,1242,405,754,113,641,812,699,286,413,102,311,0,1272,119,341,11,330,812,722,1249,816,1155,54,1826,4,54,0,0,33,16,54,30922,1159,345,392,422,(X),37,63,20.5,38.3,5.7,32.5,41.2,35.5,14.5,21,5.2,15.8,0,64.5,6,17.3,0.6,16.7,41.2,36.6,63.4,41.4,58.6,2.7,92.6,0.2,2.7,0,0,1.7,0.8,2.7,(X),(X),29.8,33.8,36.4,883,256,627,114,451,36,415,318,312,41,271,31,240,0,571,73,180,5,175,318,454,429,529,354,0,867,4,0,0,0,12,16,0,20396,565,240,143,182,44.8,29,71,12.9,51.1,4.1,47,36,35.3,4.6,30.7,3.5,27.2,0,64.7,8.3,20.4,0.6,19.8,36,51.4,48.6,59.9,40.1,0,98.2,0.5,0,0,0,1.4,1.8,0,(X),(X),42.5,25.3,32.2,1088,473,615,291,303,77,226,494,387,245,142,71,71,0,701,46,161,6,155,494,268,820,287,801,54,959,0,54,0,0,21,0,54,38469,594,105,249,240,55.2,43.5,56.5,26.7,27.8,7.1,20.8,45.4,35.6,22.5,13.1,6.5,6.5,0,64.4,4.2,14.8,0.6,14.2,45.4,24.6,75.4,26.4,73.6,5,88.1,0,5,0,0,1.9,0,5,(X),(X),17.7,41.9,40.4
1400000US42101008400,Census Tract 84; Philadelphia County; Pennsylvania,1825,624,1201,300,993,122,871,532,920,189,731,92,639,0,905,111,262,30,232,532,541,1284,498,1327,37,1695,0,42,0,26,25,28,37,47008,1293,274,625,394,(X),34.2,65.8,16.4,54.4,6.7,47.7,29.2,50.4,10.4,40.1,5,35,0,49.6,6.1,14.4,1.6,12.7,29.2,29.6,70.4,27.3,72.7,2,92.9,0,2.3,0,1.4,1.4,1.5,2,(X),(X),21.2,48.3,30.5,547,230,317,72,371,38,333,104,275,33,242,38,204,0,272,39,129,0,129,104,197,350,195,352,0,514,0,33,0,0,0,0,0,26940,443,106,209,128,30,42,58,13.2,67.8,6.9,60.9,19,50.3,6,44.2,6.9,37.3,0,49.7,7.1,23.6,0,23.6,19,36,64,35.6,64.4,0,94,0,6,0,0,0,0,0,(X),(X),23.9,47.2,28.9,1278,394,884,228,622,84,538,428,645,156,489,54,435,0,633,72,133,30,103,428,344,934,303,975,37,1181,0,9,0,26,25,28,37,57098,850,168,416,266,70,30.8,69.2,17.8,48.7,6.6,42.1,33.5,50.5,12.2,38.3,4.2,34,0,49.5,5.6,10.4,2.3,8.1,33.5,26.9,73.1,23.7,76.3,2.9,92.4,0,0.7,0,2,2,2.2,2.9,(X),(X),19.8,48.9,31.3
1400000US42101008500,Census Tract 85; Philadelphia County; Pennsylvania,3067,1154,1913,680,635,127,508,1752,639,354,285,14,271,0,2428,326,350,113,237,1752,1044,2023,1145,1922,412,2551,65,39,0,0,0,28,412,45397,1315,235,389,691,(X),37.6,62.4,22.2,20.7,4.1,16.6,57.1,20.8,11.5,9.3,0.5,8.8,0,79.2,10.6,11.4,3.7,7.7,57.1,34,66,37.3,62.7,13.4,83.2,2.1,1.3,0,0,0,0.9,13.4,(X),(X),17.9,29.6,52.5,915,256,659,190,318,14,304,407,330,110,220,14,206,0,585,80,98,0,98,407,452,463,375,540,61,854,0,0,0,0,0,28,61,-,508,156,221,131,29.8,28,72,20.8,34.8,1.5,33.2,44.5,36.1,12,24,1.5,22.5,0,63.9,8.7,10.7,0,10.7,44.5,49.4,50.6,41,59,6.7,93.3,0,0,0,0,0,3.1,6.7,(X),(X),30.7,43.5,25.8,2152,898,1254,490,317,113,204,1345,309,244,65,0,65,0,1843,246,252,113,139,1345,592,1560,770,1382,351,1697,65,39,0,0,0,0,351,46667,807,79,168,560,70.2,41.7,58.3,22.8,14.7,5.3,9.5,62.5,14.4,11.3,3,0,3,0,85.6,11.4,11.7,5.3,6.5,62.5,27.5,72.5,35.8,64.2,16.3,78.9,3,1.8,0,0,0,0,16.3,(X),(X),9.8,20.8,69.4
1400000US42101008601,Census Tract 86.01; Philadelphia County; Pennsylvania,1537,290,1247,462,142,56,86,933,456,324,69,14,55,63,1081,138,73,42,31,870,221,1316,327,1210,944,361,7,72,0,33,120,67,944,79367,604,66,155,383,(X),18.9,81.1,30.1,9.2,3.6,5.6,60.7,29.7,21.1,4.5,0.9,3.6,4.1,70.3,9,4.7,2.7,2,56.6,14.4,85.6,21.3,78.7,61.4,23.5,0.5,4.7,0,2.1,7.8,4.4,61.4,(X),(X),10.9,25.7,63.4,118,61,57,17,0,0,0,101,17,17,0,0,0,0,101,0,0,0,0,101,61,57,91,27,63,38,0,10,0,0,7,0,63,-,17,0,7,10,7.7,51.7,48.3,14.4,0,0,0,85.6,14.4,14.4,0,0,0,0,85.6,0,0,0,0,85.6,51.7,48.3,77.1,22.9,53.4,32.2,0,8.5,0,0,5.9,0,53.4,(X),(X),0,41.2,58.8,1419,229,1190,445,142,56,86,832,439,307,69,14,55,63,980,138,73,42,31,769,160,1259,236,1183,881,323,7,62,0,33,113,67,881,79984,587,66,148,373,92.3,16.1,83.9,31.4,10,3.9,6.1,58.6,30.9,21.6,4.9,1,3.9,4.4,69.1,9.7,5.1,3,2.2,54.2,11.3,88.7,16.6,83.4,62.1,22.8,0.5,4.4,0,2.3,8,4.7,62.1,(X),(X),11.2,25.2,63.5
